Stock Index,Stock Price
AD876,105.25597
AD877,1446.4543
AD878,386.09958
AD879,461.56757
AD880,777.77795
AD881,171.2246
AD882,586.4183
AD883,1671.7897
AD884,422.1725
AD885,995.76025
AD886,200.65437
AD887,563.121
AD888,515.6952
AD889,503.6098
AD890,564.46936
AD891,287.84174
AD892,674.33716
AD893,632.48126
AD894,608.7936
AD895,1174.0543
AD896,583.63135
AD897,847.3139
AD898,193.58434
AD899,1041.0817
AD900,446.1774
AD901,193.1158
AD902,437.78928
AD903,423.0928
AD904,151.23415
AD905,1300.261
AD906,1050.7267
AD907,818.3273
AD908,1439.5786
AD909,249.24129
AD910,354.0308
AD911,498.84204
AD912,460.22638
AD913,1405.3344
AD914,938.95905
AD915,678.07434
AD916,93.46626
AD917,326.53094
AD918,227.99437
AD919,663.48425
AD920,378.4284
AD921,74.66429
AD922,904.4381
AD923,1169.1406
AD924,889.0814
AD925,40.374557
AD926,632.62537
AD927,442.57172
AD928,79.4059
AD929,403.56757
AD930,919.7267
AD931,474.7967
AD932,954.44385
AD933,1059.8062
AD934,187.55882
AD935,1230.9718
AD936,1420.6362
AD937,270.16815
AD938,129.40703
AD939,487.37027
AD940,625.4477
AD941,1035.3384
AD942,194.43404
AD943,573.9384
AD944,179.93318
AD945,252.88313
AD946,222.34743
AD947,1332.9424
AD948,426.44687
AD949,354.12732
AD950,9.085069
AD951,163.09212
AD952,329.32025
AD953,646.0858
AD954,79.43565
AD955,220.2151
AD956,527.0338
AD957,1398.398
AD958,321.91922
AD959,215.32173
AD960,1483.43
AD961,841.2843
AD962,451.12424
AD963,627.21454
AD964,480.29398
AD965,611.7786
AD966,804.5564
AD967,1027.6802
AD968,397.95425
AD969,519.4238
AD970,241.68211
AD971,303.7593
AD972,198.27287
AD973,1108.8623
AD974,343.70306
AD975,155.17809
AD976,260.80637
AD977,209.60036
AD978,335.53525
AD979,145.44041
AD980,117.06828
AD981,573.993
AD982,438.0743
AD983,312.01868
AD984,437.4865
AD985,249.64919
AD986,535.2118
AD987,190.76558
AD988,40.146347
AD989,364.25385
AD990,389.16275
AD991,1123.4526
AD992,45.62657
AD993,218.86934
AD994,424.11368
AD995,155.00761
AD996,913.7617
AD997,31.181322
AD998,907.74774
AD999,1201.1013
AD1000,103.859726
AD1001,181.44884
AD1002,133.72682
AD1003,523.0287
AD1004,238.4395
AD1005,298.4982
AD1006,360.55075
AD1007,526.5694
AD1008,332.16806
AD1009,306.8026
AD1010,1173.6957
AD1011,1506.9922
AD1012,258.46298
AD1013,203.3236
AD1014,505.8249
AD1015,608.4805
AD1016,990.56506
AD1017,985.6094
AD1018,169.06572
AD1019,485.6537
AD1020,462.7881
AD1021,1703.0233
AD1022,469.6504
AD1023,1076.6154
AD1024,1054.27
AD1025,961.90356
AD1026,787.1932
AD1027,379.17398
AD1028,28.786913
AD1029,984.6168
AD1030,865.44006
AD1031,264.8258
AD1032,880.6111
AD1033,1308.4056
AD1034,739.2586
AD1035,165.16557
AD1036,1303.0594
AD1037,309.63638
AD1038,1562.6614
AD1039,552.1361
AD1040,408.44583
AD1041,456.72964
AD1042,1101.4775
AD1043,1336.3696
AD1044,327.1517
AD1045,977.2779
AD1046,792.90735
AD1047,781.23505
AD1048,250.4225
AD1049,1471.8368
AD1050,48.94011
AD1051,380.2358
AD1052,199.4551
AD1053,193.19414
AD1054,1033.7789
AD1055,475.62244
AD1056,1090.0138
AD1057,1315.817
AD1058,1173.5691
AD1059,541.5912
AD1060,1715.5986
AD1061,299.0661
AD1062,856.17566
AD1063,569.67474
AD1064,445.92197
AD1065,735.1716
AD1066,1521.1967
AD1067,850.2411
AD1068,89.708725
AD1069,453.00717
AD1070,849.13385
AD1071,649.80707
AD1072,1179.9207
AD1073,998.69073
AD1074,418.9775
AD1075,487.56174
AD1076,622.7282
AD1077,858.6838
AD1078,1183.4928
AD1079,1237.5254
AD1080,167.80205
AD1081,491.7572
AD1082,1232.7881
AD1083,399.97977
AD1084,497.0843
AD1085,413.0999
AD1086,496.01364
AD1087,82.10423
AD1088,687.5775
AD1089,122.844376
AD1090,1153.7625
AD1091,990.083
AD1092,174.57445
AD1093,1604.1819
AD1094,489.12567
AD1095,130.79924
AD1096,227.90385
AD1097,272.82126
AD1098,164.94215
AD1099,162.72713
AD1100,165.85524
AD1101,166.1422
AD1102,170.64796
AD1103,164.12474
AD1104,164.72554
AD1105,182.52144
AD1106,172.94673
AD1107,167.61989
AD1108,168.59898
AD1109,171.46944
AD1110,164.3235
AD1111,168.14763
AD1112,172.1988
AD1113,166.7921
AD1114,168.51994
AD1115,175.7387
AD1116,168.26878
AD1117,177.00154
AD1118,165.99461
AD1119,162.95741
AD1120,165.12593
AD1121,164.14156
AD1122,162.66689
AD1123,169.33604
AD1124,166.77257
AD1125,156.89421
AD1126,167.46178
AD1127,173.28108
AD1128,165.67052
AD1129,174.39265
AD1130,166.62895
AD1131,165.79967
AD1132,165.37349
AD1133,161.21846
AD1134,164.64214
AD1135,163.16527
AD1136,165.84157
AD1137,176.26558
AD1138,157.16838
AD1139,167.56682
AD1140,170.015
AD1141,169.59523
AD1142,174.87596
AD1143,172.84499
AD1144,163.45515
AD1145,173.36388
AD1146,167.24675
AD1147,172.51698
AD1148,164.58
AD1149,156.69579
AD1150,168.02074
AD1151,168.1226
AD1152,172.28972
AD1153,170.37444
AD1154,170.42354
AD1155,177.86632
AD1156,166.32707
AD1157,165.39677
AD1158,162.2679
AD1159,175.5991
AD1160,172.82658
AD1161,161.76073
AD1162,169.85854
AD1163,165.86086
AD1164,168.79689
AD1165,163.40685
AD1166,169.63683
AD1167,159.13924
AD1168,167.2454
AD1169,156.07918
AD1170,166.7483
AD1171,165.54045
AD1172,174.45683
AD1173,167.87459
AD1174,176.88194
AD1175,166.18059
AD1176,164.25706
AD1177,169.52007
AD1178,167.74333
AD1179,172.01543
AD1180,167.36717
AD1181,166.21745
AD1182,170.67381
AD1183,170.35652
AD1184,180.32872
AD1185,160.22371
AD1186,166.84868
AD1187,160.76378
AD1188,167.87428
AD1189,162.29543
AD1190,169.15749
AD1191,170.91795
AD1192,162.83324
AD1193,162.4315
AD1194,165.71712
AD1195,163.15349
AD1196,165.48552
AD1197,181.2494
AD1198,160.98311
AD1199,167.21877
AD1200,171.98549
AD1201,168.22719
AD1202,164.27608
AD1203,169.40074
AD1204,166.8676
AD1205,164.26027
AD1206,165.54936
AD1207,161.34349
AD1208,163.52876
AD1209,161.60524
AD1210,175.41573
AD1211,163.65297
AD1212,167.7506
AD1213,164.30864
AD1214,165.23833
AD1215,170.838
AD1216,173.67754
AD1217,166.81618
AD1218,171.17436
AD1219,163.69963
AD1220,165.08049
AD1221,164.32631
AD1222,166.34303
AD1223,168.85585
AD1224,165.37349
AD1225,167.07976
AD1226,179.1418
AD1227,170.17815
AD1228,164.79924
AD1229,166.64598
AD1230,168.67497
AD1231,169.27937
AD1232,168.44716
AD1233,165.99187
AD1234,160.84209
AD1235,168.61986
AD1236,175.71645
AD1237,160.95512
AD1238,167.68791
AD1239,163.17833
AD1240,176.82286
AD1241,163.32497
AD1242,168.6519
AD1243,168.8636
AD1244,170.84251
AD1245,163.62428
AD1246,176.33888
AD1247,164.17992
AD1248,167.2181
AD1249,175.46373
AD1250,169.10036
AD1251,168.78969
AD1252,179.09407
AD1253,171.25813
AD1254,174.10023
AD1255,168.80309
AD1256,162.53264
AD1257,167.6092
AD1258,170.88548
AD1259,168.01949
AD1260,167.00853
AD1261,165.39037
AD1262,163.0355
AD1263,168.82762
AD1264,179.65999
AD1265,165.66765
AD1266,165.60533
AD1267,168.13377
AD1268,175.01402
AD1269,181.95958
AD1270,166.00026
AD1271,171.00002
AD1272,154.7434
AD1273,162.55891
AD1274,164.05452
AD1275,168.22688
AD1276,141.98485
AD1277,167.66237
AD1278,164.73912
AD1279,169.39851
AD1280,167.52916
AD1281,172.49806
AD1282,165.35857
AD1283,172.90358
AD1284,171.73921
AD1285,169.16148
AD1286,166.33107
AD1287,185.0317
AD1288,163.60396
AD1289,175.97981
AD1290,169.75996
AD1291,168.35649
AD1292,163.86089
AD1293,160.23473
AD1294,164.35362
AD1295,161.20638
AD1296,164.72145
AD1297,168.24815
AD1298,167.91634
AD1299,165.17854
AD1300,161.53374
AD1301,164.3142
AD1302,170.52242
AD1303,170.1186
AD1304,165.37685
AD1305,170.08546
AD1306,164.30397
AD1307,164.66121
AD1308,168.67943
AD1309,166.6667
AD1310,170.60371
AD1311,164.73445
AD1312,165.79076
AD1313,171.4713
AD1314,159.68285
AD1315,168.14397
AD1316,164.53471
AD1317,158.5897
AD1318,163.05138
AD1319,161.06212
AD1320,171.01106
AD1321,170.19157
AD1322,166.42009
AD1323,170.27547
AD1324,171.41347
AD1325,162.65819
AD1326,168.77089
AD1327,165.8958
AD1328,165.02873
AD1329,170.59212
AD1330,171.62209
AD1331,162.27657
AD1332,172.71938
AD1333,169.8762
AD1334,825.7911
AD1335,584.84814
AD1336,129.09389
AD1337,93.02516
AD1338,114.388016
AD1339,416.40088
AD1340,433.1817
AD1341,993.6378
AD1342,416.83276
AD1343,494.4267
AD1344,316.47238
AD1345,1270.8668
AD1346,1453.1226
AD1347,820.8078
AD1348,181.958
AD1349,452.23373
AD1350,703.42883
AD1351,232.33601
AD1352,448.0291
AD1353,402.636
AD1354,56.67192
AD1355,499.4166
AD1356,122.27052
AD1357,117.01628
AD1358,66.17378
AD1359,569.0368
AD1360,167.13197
AD1361,233.84026
AD1362,428.60568
AD1363,405.70386
AD1364,203.67686
AD1365,690.9965
AD1366,288.38156
AD1367,582.03046
AD1368,972.91486
AD1369,350.7273
AD1370,969.64734
AD1371,394.1609
AD1372,134.75624
AD1373,703.1592
AD1374,135.80214
AD1375,1036.9402
AD1376,461.55698
AD1377,1204.2241
AD1378,1164.6438
AD1379,425.30243
AD1380,150.56487
AD1381,457.1291
AD1382,136.03166
AD1383,289.7847
AD1384,1164.0343
AD1385,92.44774
AD1386,1844.967
AD1387,381.10422
AD1388,378.29404
AD1389,623.6741
AD1390,550.10645
AD1391,717.90985
AD1392,517.3814
AD1393,920.74994
AD1394,437.5161
AD1395,1482.0426
AD1396,272.5828
AD1397,221.23827
AD1398,99.35161
AD1399,818.70435
AD1400,1493.3539
AD1401,1080.7703
AD1402,387.8465
AD1403,863.11334
AD1404,146.8767
AD1405,1313.9185
AD1406,274.74472
AD1407,131.61656
AD1408,969.0528
AD1409,1667.1062
AD1410,380.93472
AD1411,129.57988
AD1412,768.7975
AD1413,133.6721
AD1414,137.68947
AD1415,153.41142
AD1416,950.7728
AD1417,364.3305
AD1418,1398.4121
AD1419,151.32094
AD1420,361.12006
AD1421,158.62975
AD1422,396.21634
AD1423,881.6366
AD1424,122.26317
AD1425,827.57324
AD1426,685.7751
AD1427,384.6044
AD1428,75.853745
AD1429,1332.0535
AD1430,1383.6315
AD1431,1107.1759
AD1432,340.99435
AD1433,1655.5406
AD1434,148.58366
AD1435,1069.3257
AD1436,426.45993
AD1437,626.60394
AD1438,293.8459
AD1439,298.3432
AD1440,62.46782
AD1441,539.90845
AD1442,641.92694
AD1443,578.6525
AD1444,180.91298
AD1445,1872.4841
AD1446,389.07623
AD1447,1425.7728
AD1448,328.93225
AD1449,168.48335
AD1450,84.59688
AD1451,234.88737
AD1452,423.3351
AD1453,169.16594
AD1454,1544.2471
AD1455,700.4053
AD1456,192.69658
AD1457,329.78082
AD1458,366.4968
AD1459,209.28636
AD1460,304.01056
AD1461,1570.159
AD1462,353.9229
AD1463,160.90941
AD1464,895.009
AD1465,89.110275
AD1466,82.6765
AD1467,127.79707
AD1468,66.34102
AD1469,587.4809
AD1470,556.61273
AD1471,345.47876
AD1472,474.84308
AD1473,24.775255
AD1474,807.24805
AD1475,549.7782
AD1476,1172.512
AD1477,1037.073
AD1478,368.49896
AD1479,379.67468
AD1480,1023.5615
AD1481,286.9101
AD1482,147.09132
AD1483,231.3156
AD1484,463.4641
AD1485,163.65495
AD1486,125.31691
AD1487,558.5411
AD1488,697.7629
AD1489,75.72591
AD1490,407.92435
AD1491,363.05408
AD1492,849.61993
AD1493,1154.299
AD1494,577.9048
AD1495,150.08781
AD1496,1383.6246
AD1497,420.75012
AD1498,93.46663
AD1499,563.38837
AD1500,595.89886
AD1501,113.61165
AD1502,1417.9204
AD1503,253.162
AD1504,740.3884
AD1505,947.81866
AD1506,643.7924
AD1507,615.4062
AD1508,697.9513
AD1509,187.79655
AD1510,958.95746
AD1511,537.50024
AD1512,467.91058
AD1513,430.9231
AD1514,990.6833
AD1515,674.0223
AD1516,739.3072
AD1517,1754.1716
AD1518,112.973404
AD1519,496.3884
AD1520,356.5635
AD1521,104.273636
AD1522,115.43211
AD1523,732.14105
AD1524,550.63745
AD1525,338.39612
AD1526,251.2791
AD1527,532.5401
AD1528,869.54504
AD1529,1810.7302
AD1530,319.93427
AD1531,323.09067
AD1532,1300.9423
AD1533,477.5353
AD1534,516.85077
AD1535,556.007
AD1536,416.12787
AD1537,1208.8405
AD1538,39.14421
AD1539,455.9868
AD1540,1310.02
AD1541,823.9825
AD1542,193.40495
AD1543,273.1295
AD1544,73.2224
AD1545,580.7743
AD1546,951.827
AD1547,245.72362
AD1548,69.45744
AD1549,702.57697
AD1550,656.2378
AD1551,182.92989
AD1552,143.59853
AD1553,556.6624
AD1554,353.26633
AD1555,639.3624
AD1556,97.00023
AD1557,422.09555
AD1558,890.21344
AD1559,151.24602
AD1560,449.5813
AD1561,849.65625
AD1562,1554.235
AD1563,390.8068
AD1564,580.01825
AD1565,890.18646
AD1566,144.99483
AD1567,210.22859
AD1568,1150.3315
AD1569,23.58452
AD1570,1358.0068
AD1571,735.8836
AD1572,936.84937
AD1573,1271.8513
AD1574,210.68895
AD1575,701.75903
AD1576,123.17775
AD1577,105.14363
AD1578,874.8528
AD1579,77.70595
AD1580,230.42564
AD1581,463.1296
AD1582,231.4818
AD1583,1570.0535
AD1584,408.07614
AD1585,132.77379
AD1586,193.06248
AD1587,704.35065
AD1588,235.31389
AD1589,322.00232
AD1590,189.5606
AD1591,283.3338
AD1592,1093.6981
AD1593,241.93202
AD1594,316.78882
AD1595,161.37843
AD1596,375.8274
AD1597,101.63582
AD1598,443.5579
AD1599,392.51855
AD1600,137.24391
AD1601,77.42024
AD1602,205.7502
AD1603,289.3132
AD1604,90.406235
AD1605,320.59805
AD1606,1711.1228
AD1607,500.08545
AD1608,198.0381
AD1609,1245.0769
AD1610,255.94069
AD1611,83.44191
AD1612,307.64532
AD1613,864.8169
AD1614,1837.5807
AD1615,1145.093
AD1616,261.35583
AD1617,369.5384
AD1618,426.7082
AD1619,695.5644
AD1620,147.132
AD1621,163.09846
AD1622,389.91174
AD1623,329.9547
AD1624,989.88574
AD1625,1247.3774
AD1626,195.79015
AD1627,655.82153
AD1628,367.12448
AD1629,390.5908
AD1630,284.00626
AD1631,493.97388
AD1632,209.9254
AD1633,1723.4965
AD1634,244.03789
AD1635,1127.4253
AD1636,237.77724
AD1637,1221.5829
AD1638,108.47075
AD1639,294.10745
AD1640,328.2842
AD1641,391.97296
AD1642,315.58508
AD1643,786.7114
AD1644,464.02216
AD1645,535.0356
AD1646,343.59375
AD1647,348.79434
AD1648,985.26215
AD1649,1266.3707
AD1650,221.22023
AD1651,333.49362
AD1652,660.6229
AD1653,1095.2195
AD1654,37.82219
AD1655,255.06789
AD1656,58.72264
AD1657,464.89572
AD1658,133.27354
AD1659,1108.6056
AD1660,910.37146
AD1661,1656.7095
AD1662,413.37625
AD1663,305.24515
AD1664,145.51707
AD1665,316.16534
AD1666,197.94563
AD1667,322.1835
AD1668,73.46315
AD1669,95.87193
AD1670,853.1979
AD1671,974.0623
AD1672,446.6465
AD1673,206.20586
AD1674,1003.9799
AD1675,228.12639
AD1676,249.36324
AD1677,1360.4304
AD1678,531.5545
AD1679,328.65973
AD1680,1243.35
AD1681,130.64238
AD1682,970.46564
AD1683,1277.0942
AD1684,518.7825
AD1685,103.86635
AD1686,775.06464
AD1687,102.017105
AD1688,770.72833
AD1689,520.3096
AD1690,1230.9945
AD1691,1557.2788
AD1692,777.4299
AD1693,355.90912
AD1694,145.29958
AD1695,211.28294
AD1696,249.09975
AD1697,790.8778
AD1698,299.33078
AD1699,98.3806
AD1700,1403.8855
AD1701,168.22844
AD1702,222.4323
AD1703,384.42502
AD1704,380.97943
AD1705,672.4973
AD1706,65.79021
AD1707,797.8039
AD1708,1179.385
AD1709,552.761
AD1710,236.30022
AD1711,547.48096
AD1712,223.49269
AD1713,140.30757
AD1714,480.16223
AD1715,511.35376
AD1716,300.2357
AD1717,511.88196
AD1718,152.3315
AD1719,37.326157
AD1720,1099.4282
AD1721,918.40454
AD1722,577.9805
AD1723,304.28796
AD1724,263.99854
AD1725,161.16405
AD1726,65.322464
AD1727,725.30835
AD1728,1091.6243
AD1729,143.52455
AD1730,959.5029
AD1731,258.75558
AD1732,421.2041
AD1733,494.66187
AD1734,314.6028
AD1735,402.8329
AD1736,883.7404
AD1737,353.56705
AD1738,1022.4405
AD1739,8.63231
AD1740,188.10353
AD1741,120.61159
AD1742,163.76524
AD1743,434.62585
AD1744,1532.5469
AD1745,1261.797
AD1746,823.80096
AD1747,614.6422
AD1748,1444.2311
AD1749,1204.0564
AD1750,1042.2643
AD1751,305.717
AD1752,966.4833
AD1753,1686.3806
AD1754,121.66197
AD1755,97.27223
AD1756,41.250595
AD1757,1300.4612
AD1758,1246.8352
AD1759,134.13326
AD1760,215.62868
AD1761,682.59326
AD1762,274.0348
AD1763,253.51408
AD1764,307.99796
AD1765,618.07025
AD1766,211.8578
AD1767,1218.3981
AD1768,910.9933
AD1769,351.76572
AD1770,491.04468
AD1771,589.9271
AD1772,464.8961
AD1773,373.96246
AD1774,39.260727
AD1775,1512.7744
AD1776,1603.7812
AD1777,623.7657
AD1778,308.9744
AD1779,282.53644
AD1780,1272.525
AD1781,866.4128
AD1782,1108.5144
AD1783,188.31865
AD1784,265.8578
AD1785,916.9934
AD1786,37.55223
AD1787,640.19385
AD1788,115.96193
AD1789,146.79753
AD1790,327.05978
AD1791,1394.9138
AD1792,1139.5437
AD1793,374.56644
AD1794,70.352585
AD1795,801.6151
AD1796,182.57063
AD1797,947.9926
AD1798,92.291
AD1799,546.631
AD1800,82.10536
AD1801,559.0285
AD1802,1320.0206
AD1803,80.023575
AD1804,110.22551
AD1805,1394.174
AD1806,766.7687
AD1807,229.3871
AD1808,655.3389
AD1809,140.59462
AD1810,430.11017
AD1811,876.2479
AD1812,566.6286
AD1813,481.71478
AD1814,1031.0382
AD1815,137.8452
AD1816,624.8244
AD1817,714.2047
AD1818,333.20566
AD1819,517.0994
AD1820,29.297594
AD1821,615.48474
AD1822,114.82765
AD1823,1015.4874
AD1824,1736.8223
AD1825,1671.7793
AD1826,788.3524
AD1827,992.62897
AD1828,412.45053
AD1829,972.9653
AD1830,173.8955
AD1831,311.62473
AD1832,97.33046
AD1833,961.9778
AD1834,904.0455
AD1835,962.1525
AD1836,216.52449
AD1837,504.6936
AD1838,394.38394
AD1839,1145.1091
AD1840,404.1368
AD1841,497.70023
AD1842,342.60553
AD1843,51.88475
AD1844,527.39594
AD1845,493.41766
AD1846,553.9063
AD1847,1747.13
AD1848,1457.3977
AD1849,275.7705
AD1850,108.53288
AD1851,85.23457
AD1852,28.475267
AD1853,776.1686
AD1854,212.40132
AD1855,232.41545
AD1856,120.50743
AD1857,238.65349
AD1858,1032.166
AD1859,790.4176
AD1860,388.09723
AD1861,1068.1803
AD1862,692.3496
AD1863,331.44162
AD1864,1153.0382
AD1865,1074.7137
AD1866,623.3374
AD1867,768.2602
AD1868,753.9387
AD1869,149.95341
AD1870,561.4986
AD1871,614.5801
AD1872,331.46805
AD1873,404.87646
AD1874,148.85603
AD1875,720.21234
AD1876,218.38026
AD1877,371.2983
AD1878,417.55127
AD1879,203.59245
AD1880,352.06174
AD1881,294.01303
AD1882,504.53754
AD1883,124.32878
AD1884,553.47986
AD1885,80.69179
AD1886,758.851
AD1887,1477.8464
AD1888,176.75102
AD1889,71.876236
AD1890,104.70262
AD1891,1260.8934
AD1892,232.68019
AD1893,631.92596
AD1894,191.16823
AD1895,453.1216
AD1896,1004.1513
AD1897,91.99089
AD1898,253.2051
AD1899,284.85028
AD1900,692.5439
AD1901,170.99886
AD1902,1404.5194
AD1903,74.51045
AD1904,552.9789
AD1905,1235.0594
AD1906,1077.6302
AD1907,1001.2131
AD1908,767.9455
AD1909,128.9435
AD1910,1533.0452
AD1911,323.4746
AD1912,245.12263
AD1913,112.34297
AD1914,81.05675
AD1915,335.4639
AD1916,632.30273
AD1917,1742.1425
AD1918,1030.5057
AD1919,140.60262
AD1920,55.752426
AD1921,667.04193
AD1922,479.62732
AD1923,939.21893
AD1924,120.231705
AD1925,481.19455
AD1926,204.27867
AD1927,116.05122
AD1928,479.30698
AD1929,472.98245
AD1930,93.79591
AD1931,227.4087
AD1932,646.89954
AD1933,240.9291
AD1934,952.27625
AD1935,759.461
AD1936,435.75833
AD1937,483.7334
AD1938,897.8848
AD1939,93.429214
AD1940,1182.7494
AD1941,293.52533
AD1942,77.55812
AD1943,1501.8928
AD1944,403.7024
AD1945,160.95113
AD1946,813.1222
AD1947,345.62308
AD1948,514.98224
AD1949,11.623338
AD1950,1213.2598
AD1951,767.8109
AD1952,400.391
AD1953,416.12466
AD1954,1245.598
AD1955,345.61166
AD1956,1303.2804
AD1957,137.02599
AD1958,52.412827
AD1959,278.9485
AD1960,416.91672
AD1961,1080.3083
AD1962,37.484726
AD1963,330.9417
AD1964,212.0164
AD1965,645.30695
AD1966,1036.1753
AD1967,698.7208
AD1968,111.95064
AD1969,164.22166
AD1970,1043.2112
AD1971,82.97081
AD1972,36.758224
AD1973,128.45464
AD1974,259.7614
AD1975,125.26167
AD1976,449.62823
AD1977,1070.3247
AD1978,131.32808
AD1979,367.05994
AD1980,246.99055
AD1981,431.22595
AD1982,521.6582
AD1983,554.1025
AD1984,615.2434
AD1985,730.475
AD1986,132.70085
AD1987,828.80536
AD1988,1029.057
AD1989,1253.6558
AD1990,609.74884
AD1991,743.7045
AD1992,735.98804
AD1993,557.368
AD1994,347.8227
AD1995,173.42711
AD1996,326.0868
AD1997,22.617418
AD1998,1266.9141
AD1999,473.42508
AD2000,81.29549
AD2001,576.77325
AD2002,257.40952
AD2003,388.81863
AD2004,207.10002
AD2005,623.6299
AD2006,87.92079
AD2007,789.04663
AD2008,228.89168
AD2009,500.23727
AD2010,503.5351
AD2011,1067.691
AD2012,1127.5334
AD2013,759.5983
AD2014,1369.7561
AD2015,409.29724
AD2016,-2.3999774
AD2017,255.32088
AD2018,1665.4379
AD2019,242.41594
AD2020,421.1406
AD2021,603.3617
AD2022,765.90314
AD2023,1108.9731
AD2024,506.28693
AD2025,642.83185
AD2026,953.69604
AD2027,188.38945
AD2028,140.70454
AD2029,515.5912
AD2030,120.543686
AD2031,436.82587
AD2032,623.1465
AD2033,717.24744
AD2034,752.30286
AD2035,649.26086
AD2036,1418.8309
AD2037,40.337387
AD2038,532.6435
AD2039,477.303
AD2040,93.68373
AD2041,429.2274
AD2042,523.3718
AD2043,490.47244
AD2044,109.89967
AD2045,129.0985
AD2046,195.2696
AD2047,210.27263
AD2048,477.36697
AD2049,293.7273
AD2050,1214.6857
AD2051,291.93417
AD2052,251.59715
AD2053,195.77043
AD2054,375.01318
AD2055,571.1601
AD2056,330.54837
AD2057,1177.004
AD2058,296.05878
AD2059,448.25732
AD2060,103.46416
AD2061,644.4837
AD2062,351.0728
AD2063,1019.6515
AD2064,926.52563
AD2065,692.8664
AD2066,109.0031
AD2067,1337.2527
AD2068,440.97903
AD2069,473.02475
AD2070,133.33153
AD2071,995.86975
AD2072,1290.8368
AD2073,188.18748
AD2074,641.1692
AD2075,1115.9493
AD2076,1245.4686
AD2077,1005.48676
AD2078,178.02104
AD2079,803.3282
AD2080,484.38904
AD2081,846.9161
AD2082,79.465866
AD2083,597.15533
AD2084,1703.0846
AD2085,376.31985
AD2086,606.4662
AD2087,575.05664
AD2088,516.6676
AD2089,602.18085
AD2090,44.772873
AD2091,590.7393
AD2092,212.07018
AD2093,328.75745
AD2094,350.18567
AD2095,315.66794
AD2096,419.98828
AD2097,530.25507
AD2098,727.0275
AD2099,260.1845
AD2100,476.82828
AD2101,1276.5881
AD2102,935.1502
AD2103,816.59125
AD2104,128.355
AD2105,435.71075
AD2106,245.09816
AD2107,298.69232
AD2108,276.75046
AD2109,174.42561
AD2110,220.37636
AD2111,813.0031
AD2112,806.90295
AD2113,1247.6569
AD2114,14.697434
AD2115,966.5687
AD2116,962.2888
AD2117,422.17642
AD2118,492.5898
AD2119,400.18637
AD2120,154.83336
AD2121,72.870224
AD2122,736.4591
AD2123,699.65326
AD2124,1210.6768
AD2125,287.6156
AD2126,215.47102
AD2127,142.78923
AD2128,156.00578
AD2129,116.367874
AD2130,245.05891
AD2131,34.85338
AD2132,53.803574
AD2133,1122.6837
AD2134,580.0397
AD2135,85.49666
AD2136,753.5631
AD2137,1192.3633
AD2138,1276.0709
AD2139,532.2832
AD2140,702.2822
AD2141,784.5276
AD2142,779.50165
AD2143,854.4503
AD2144,1466.2043
AD2145,1027.9448
AD2146,453.13263
AD2147,1003.92706
AD2148,433.18307
AD2149,238.81358
AD2150,510.2174
AD2151,334.0184
AD2152,226.47997
AD2153,512.95166
AD2154,1119.0463
AD2155,976.411
AD2156,219.84618
AD2157,107.65367
AD2158,561.6752
AD2159,696.38104
AD2160,1159.8408
AD2161,437.22617
AD2162,702.41406
AD2163,91.32878
AD2164,678.9148
AD2165,103.45097
AD2166,153.10942
AD2167,1396.4744
AD2168,469.40753
AD2169,1115.7491
AD2170,1261.2063
AD2171,115.047775
AD2172,845.773
AD2173,956.57306
AD2174,1052.9045
AD2175,144.64159
AD2176,598.31085
AD2177,1171.5536
AD2178,328.60925
AD2179,997.74023
AD2180,917.2314
AD2181,188.99208
AD2182,195.67867
AD2183,179.46013
AD2184,675.3104
AD2185,1020.43
AD2186,414.63382
AD2187,323.66418
AD2188,708.85095
AD2189,256.08237
AD2190,237.12343
AD2191,1791.4586
AD2192,646.4648
AD2193,100.501785
AD2194,390.05612
AD2195,366.16666
AD2196,352.85443
AD2197,369.75977
AD2198,1374.5558
AD2199,642.25885
AD2200,558.4604
AD2201,282.9145
AD2202,1114.2687
AD2203,170.35106
AD2204,305.57043
AD2205,541.02216
AD2206,236.66277
AD2207,140.2206
AD2208,308.2912
AD2209,334.24225
AD2210,275.75607
AD2211,443.72342
AD2212,752.6915
AD2213,440.63
AD2214,733.9629
AD2215,194.95067
AD2216,138.99825
AD2217,657.5799
AD2218,772.4451
AD2219,690.205
AD2220,438.802
AD2221,421.19247
AD2222,227.18483
AD2223,530.7449
AD2224,624.63324
AD2225,239.89241
AD2226,175.94054
AD2227,338.4948
AD2228,153.41133
AD2229,334.1008
AD2230,1542.4075
AD2231,109.261765
AD2232,711.7558
AD2233,382.3879
AD2234,1002.7086
AD2235,320.64444
AD2236,209.06224
AD2237,825.6177
AD2238,266.58914
AD2239,387.20212
AD2240,237.44588
AD2241,1550.6371
AD2242,74.44777
AD2243,165.55876
AD2244,1264.0366
AD2245,128.69765
AD2246,336.90668
AD2247,255.17854
AD2248,744.55176
AD2249,266.4065
AD2250,88.310074
AD2251,387.8966
AD2252,975.14417
AD2253,167.3134
AD2254,349.00372
AD2255,656.5215
AD2256,775.5435
AD2257,251.70073
AD2258,524.3506
AD2259,731.40247
AD2260,208.54515
AD2261,734.4879
AD2262,191.25255
AD2263,186.51991
AD2264,313.87888
AD2265,758.5039
AD2266,987.85034
AD2267,1552.6392
AD2268,823.2653
AD2269,152.50713
AD2270,641.77905
AD2271,742.17035
